"Realtime Mbps",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",
"2022-02-17T07:23:22.428 UTC",0,"2022-02-17T07:23:22.428 UTC",0,
"2022-02-17T07:23:23.432 UTC",0,"2022-02-17T07:23:23.432 UTC",0,
"2022-02-17T07:23:24.437 UTC",0,"2022-02-17T07:23:24.437 UTC",0,
"2022-02-17T07:23:25.442 UTC",0,"2022-02-17T07:23:25.442 UTC",0,
"2022-02-17T07:23:26.449 UTC",0,"2022-02-17T07:23:26.449 UTC",0,
"2022-02-17T07:23:27.454 UTC",0,"2022-02-17T07:23:27.454 UTC",0,
"2022-02-17T07:23:28.460 UTC",0,"2022-02-17T07:23:28.460 UTC",0,
"2022-02-17T07:23:29.598 UTC",0,"2022-02-17T07:23:29.598 UTC",0,
"2022-02-17T07:23:30.608 UTC",0,"2022-02-17T07:23:30.608 UTC",0,
"2022-02-17T07:23:31.612 UTC",0,"2022-02-17T07:23:31.612 UTC",0,
"2022-02-17T07:23:32.617 UTC",0,"2022-02-17T07:23:32.617 UTC",0,
"2022-02-17T07:23:33.624 UTC",0,"2022-02-17T07:23:33.624 UTC",0,
"2022-02-17T07:23:34.631 UTC",0,"2022-02-17T07:23:34.631 UTC",0,
"2022-02-17T07:23:35.636 UTC",0,"2022-02-17T07:23:35.636 UTC",0,
"2022-02-17T07:23:36.641 UTC",0,"2022-02-17T07:23:36.641 UTC",0,
"2022-02-17T07:23:37.646 UTC",0,"2022-02-17T07:23:37.646 UTC",0,
"2022-02-17T07:23:38.652 UTC",0,"2022-02-17T07:23:38.652 UTC",0,
"2022-02-17T07:23:39.657 UTC",0,"2022-02-17T07:23:39.657 UTC",0,
"2022-02-17T07:23:40.662 UTC",0,"2022-02-17T07:23:40.662 UTC",0,
"2022-02-17T07:23:41.667 UTC",0,"2022-02-17T07:23:41.667 UTC",0,
"2022-02-17T07:23:42.673 UTC",0,"2022-02-17T07:23:42.673 UTC",0,
"2022-02-17T07:23:43.678 UTC",0,"2022-02-17T07:23:43.678 UTC",0,
"2022-02-17T07:23:44.683 UTC",0,"2022-02-17T07:23:44.683 UTC",0,
"2022-02-17T07:23:45.688 UTC",0,"2022-02-17T07:23:45.688 UTC",0,
"2022-02-17T07:23:46.695 UTC",0,"2022-02-17T07:23:46.695 UTC",0,
"2022-02-17T07:23:47.701 UTC",0,"2022-02-17T07:23:47.701 UTC",0,
"2022-02-17T07:23:48.708 UTC",0,"2022-02-17T07:23:48.708 UTC",0,
"2022-02-17T07:23:49.714 UTC",0,"2022-02-17T07:23:49.714 UTC",0,
"2022-02-17T07:23:50.719 UTC",0,"2022-02-17T07:23:50.719 UTC",0,
"2022-02-17T07:23:51.724 UTC",0,"2022-02-17T07:23:51.724 UTC",0,
"2022-02-17T07:23:52.729 UTC",0,"2022-02-17T07:23:52.729 UTC",0,
"2022-02-17T07:23:53.734 UTC",0,"2022-02-17T07:23:53.734 UTC",0,
"2022-02-17T07:23:54.738 UTC",0,"2022-02-17T07:23:54.738 UTC",0,
"2022-02-17T07:23:55.743 UTC",0,"2022-02-17T07:23:55.743 UTC",0,
"2022-02-17T07:23:56.747 UTC",0,"2022-02-17T07:23:56.747 UTC",0,
"2022-02-17T07:23:57.752 UTC",0,"2022-02-17T07:23:57.752 UTC",0,
"2022-02-17T07:23:58.756 UTC",0,"2022-02-17T07:23:58.756 UTC",0,
"2022-02-17T07:23:59.760 UTC",0,"2022-02-17T07:23:59.760 UTC",0,
"2022-02-17T07:24:00.767 UTC",0,"2022-02-17T07:24:00.767 UTC",0,
"2022-02-17T07:24:01.771 UTC",0,"2022-02-17T07:24:01.771 UTC",0,
"2022-02-17T07:24:02.776 UTC",0,"2022-02-17T07:24:02.776 UTC",0,
"2022-02-17T07:24:03.780 UTC",0,"2022-02-17T07:24:03.780 UTC",0,
"2022-02-17T07:24:04.786 UTC",0,"2022-02-17T07:24:04.786 UTC",0,
"2022-02-17T07:24:05.791 UTC",0,"2022-02-17T07:24:05.791 UTC",0,
"2022-02-17T07:24:06.795 UTC",0,"2022-02-17T07:24:06.795 UTC",0,
"2022-02-17T07:24:07.799 UTC",0,"2022-02-17T07:24:07.799 UTC",0,
"2022-02-17T07:24:08.804 UTC",0,"2022-02-17T07:24:08.804 UTC",0,
"2022-02-17T07:24:09.809 UTC",0,"2022-02-17T07:24:09.809 UTC",0,
"2022-02-17T07:24:10.814 UTC",0,"2022-02-17T07:24:10.814 UTC",0,
"2022-02-17T07:24:11.820 UTC",0,"2022-02-17T07:24:11.820 UTC",0,
"2022-02-17T07:24:12.825 UTC",0,"2022-02-17T07:24:12.825 UTC",0,
"2022-02-17T07:24:13.830 UTC",0,"2022-02-17T07:24:13.830 UTC",0,
"2022-02-17T07:24:14.836 UTC",0,"2022-02-17T07:24:14.836 UTC",0,
"2022-02-17T07:24:15.841 UTC",0,"2022-02-17T07:24:15.841 UTC",0,
"2022-02-17T07:24:16.847 UTC",0,"2022-02-17T07:24:16.847 UTC",0,
"2022-02-17T07:24:17.852 UTC",0,"2022-02-17T07:24:17.852 UTC",0,
"2022-02-17T07:24:18.857 UTC",0,"2022-02-17T07:24:18.857 UTC",0,
"2022-02-17T07:24:19.862 UTC",0,"2022-02-17T07:24:19.862 UTC",0,
"2022-02-17T07:24:20.870 UTC",0,"2022-02-17T07:24:20.870 UTC",0,
"2022-02-17T07:24:21.875 UTC",0,"2022-02-17T07:24:21.875 UTC",0,
"2022-02-17T07:24:22.881 UTC",0,"2022-02-17T07:24:22.881 UTC",0,
"2022-02-17T07:24:23.885 UTC",0,"2022-02-17T07:24:23.885 UTC",0,
"2022-02-17T07:24:24.891 UTC",0,"2022-02-17T07:24:24.891 UTC",0,
"2022-02-17T07:24:25.895 UTC",0,"2022-02-17T07:24:25.895 UTC",0,
"2022-02-17T07:24:26.901 UTC",0,"2022-02-17T07:24:26.901 UTC",0,
"2022-02-17T07:24:27.905 UTC",0,"2022-02-17T07:24:27.905 UTC",0,
"2022-02-17T07:24:28.911 UTC",0,"2022-02-17T07:24:28.911 UTC",0,
"2022-02-17T07:24:29.916 UTC",0,"2022-02-17T07:24:29.916 UTC",0,
"2022-02-17T07:24:30.921 UTC",0,"2022-02-17T07:24:30.921 UTC",0,
"2022-02-17T07:24:31.926 UTC",0,"2022-02-17T07:24:31.926 UTC",0,
"2022-02-17T07:24:32.931 UTC",0,"2022-02-17T07:24:32.931 UTC",0,
"2022-02-17T07:24:33.937 UTC",0,"2022-02-17T07:24:33.937 UTC",0,
"2022-02-17T07:24:34.944 UTC",0,"2022-02-17T07:24:34.944 UTC",0,
"2022-02-17T07:24:35.950 UTC",0,"2022-02-17T07:24:35.950 UTC",0,
"2022-02-17T07:24:36.955 UTC",0,"2022-02-17T07:24:36.955 UTC",0,
"2022-02-17T07:24:37.962 UTC",0,"2022-02-17T07:24:37.962 UTC",0,
"2022-02-17T07:24:38.967 UTC",0,"2022-02-17T07:24:38.967 UTC",0,
"2022-02-17T07:24:39.972 UTC",0,"2022-02-17T07:24:39.972 UTC",0,
"2022-02-17T07:24:40.978 UTC",0,"2022-02-17T07:24:40.978 UTC",0,
"2022-02-17T07:24:41.984 UTC",0,"2022-02-17T07:24:41.984 UTC",0,
"2022-02-17T07:24:42.990 UTC",0,"2022-02-17T07:24:42.990 UTC",0,
"2022-02-17T07:24:43.996 UTC",0,"2022-02-17T07:24:43.996 UTC",0,
"2022-02-17T07:24:45.002 UTC",0,"2022-02-17T07:24:45.002 UTC",0,
"2022-02-17T07:24:46.008 UTC",0,"2022-02-17T07:24:46.008 UTC",0,
"2022-02-17T07:24:47.013 UTC",0,"2022-02-17T07:24:47.013 UTC",0,
"2022-02-17T07:24:48.018 UTC",0,"2022-02-17T07:24:48.018 UTC",0,
"2022-02-17T07:24:49.024 UTC",0,"2022-02-17T07:24:49.024 UTC",0,
"2022-02-17T07:24:50.029 UTC",0,"2022-02-17T07:24:50.029 UTC",0,
"2022-02-17T07:24:51.035 UTC",0,"2022-02-17T07:24:51.035 UTC",0,
"2022-02-17T07:24:52.041 UTC",0,"2022-02-17T07:24:52.041 UTC",0,
"2022-02-17T07:24:53.046 UTC",0,"2022-02-17T07:24:53.046 UTC",0,
"2022-02-17T07:24:54.051 UTC",0,"2022-02-17T07:24:54.051 UTC",0,
"2022-02-17T07:24:55.056 UTC",0,"2022-02-17T07:24:55.056 UTC",0,
"2022-02-17T07:24:56.062 UTC",0,"2022-02-17T07:24:56.062 UTC",0,
"2022-02-17T07:24:57.068 UTC",0,"2022-02-17T07:24:57.068 UTC",0,
"2022-02-17T07:24:58.074 UTC",0,"2022-02-17T07:24:58.074 UTC",0,
"2022-02-17T07:24:59.080 UTC",0,"2022-02-17T07:24:59.080 UTC",0,
"2022-02-17T07:25:00.086 UTC",0,"2022-02-17T07:25:00.086 UTC",0,
"2022-02-17T07:25:01.093 UTC",0,"2022-02-17T07:25:01.093 UTC",0,
"2022-02-17T07:25:02.098 UTC",0,"2022-02-17T07:25:02.098 UTC",0,
